"index","ID","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","default payment next month"
"11138","11139","20000","Male","University","Single","22","No"
"11139","11140","60000","Female","Graduate school","Married","37","No"
"11140","11141","180000","Female","High school","others","40","No"
"11141","11142","290000","Female","Graduate school","Married","29","No"
"11142","11143","230000","Female","High school","Married","32","No"
"11143","11144","180000","Female","University","Single","34","No"
"11144","11145","150000","Male","Graduate school","Single","30","No"
"11145","11146","460000","Male","University","Married","39","No"
"11146","11147","140000","Female","Graduate school","Single","36","No"
"11147","11148","500000","Female","Graduate school","Single","41","Yes"
"11148","11149","20000","Male","High school","Married","36","No"
"11149","11150","70000","Male","University","Single","62","No"
"11150","11151","150000","Male","Graduate school","Single","23","No"
"11151","11152","10000","Male","University","Married","58","Yes"
"11152","11153","500000","Male","Graduate school","Single","33","No"
"11153","11154","260000","Female","Graduate school","Married","37","No"
"11154","11155","10000","Female","unknown","Single","24","No"
"11155","11156","210000","Female","Graduate school","Single","37","No"
"11156","11157","180000","Male","Graduate school","Single","31","No"
"11157","11158","40000","Male","University","Single","31","No"
"11158","11159","180000","Female","University","Married","38","No"
"11159","11160","250000","Female","University","Married","39","No"
"11160","11161","50000","Male","University","Single","23","No"
"11161","11162","400000","Female","High school","Single","35","No"
"11162","11163","240000","Female","Graduate school","Single","30","No"
"11163","11164","180000","Female","Graduate school","Married","33","No"
"11164","11165","300000","Male","Graduate school","Single","33","No"
"11165","11166","300000","Female","University","Single","32","No"
"11166","11167","140000","Male","Graduate school","Married","35","No"
"11167","11168","70000","Female","Graduate school","Single","25","No"
"11168","11169","20000","Female","Graduate school","Single","25","No"
"11169","11170","290000","Male","University","Married","36","No"
"11170","11171","130000","Female","University","Single","24","Yes"
"11171","11172","70000","Male","University","Married","37","Yes"
"11172","11173","60000","Female","High school","Single","26","No"
"11173","11174","340000","Female","University","Married","31","No"
"11174","11175","50000","Female","Graduate school","Married","34","No"
"11175","11176","150000","Male","University","Single","29","No"
"11176","11177","180000","Female","Graduate school","Single","28","No"
"11177","11178","50000","Female","University","Single","30","No"
"11178","11179","200000","Male","University","Single","39","No"
"11179","11180","140000","Female","Graduate school","Married","33","Yes"
"11180","11181","190000","Female","University","Married","45","No"
"11181","11182","140000","Female","Graduate school","Single","26","No"
"11182","11183","50000","Male","University","Single","34","No"
"11183","11184","360000","Male","University","Married","47","No"
"11184","11185","180000","Male","University","Single","29","No"
"11185","11186","160000","Female","unknown","Single","40","No"
"11186","11187","180000","Male","University","Single","30","Yes"
"11187","11188","200000","Female","University","Married","39","No"
"11188","11189","350000","Female","Graduate school","Married","32","No"
"11189","11190","90000","Female","University","Single","29","No"
"11190","11191","50000","Male","High school","Single","34","No"
"11191","11192","30000","Male","Graduate school","Single","29","No"
"11192","11193","280000","Male","University","Single","45","No"
"11193","11194","140000","Female","University","Married","25","No"
"11194","11195","200000","Male","Graduate school","Single","38","No"
"11195","11196","20000","Male","High school","Married","29","No"
"11196","11197","120000","Female","University","Single","28","No"
"11197","11198","130000","Male","High school","Married","54","No"
"11198","11199","150000","Male","High school","Single","32","No"
"11199","11200","10000","Female","Graduate school","Married","37","No"
"11200","11201","200000","Male","University","Single","58","No"
"11201","11202","480000","Male","University","Married","44","No"
"11202","11203","80000","Female","High school","Single","39","No"
"11203","11204","200000","Male","University","Single","31","No"
"11204","11205","50000","Female","University","Married","40","No"
"11205","11206","130000","Female","High school","Married","32","Yes"
"11206","11207","200000","Male","University","Married","28","Yes"
"11207","11208","170000","Male","Graduate school","Married","36","No"
"11208","11209","150000","Male","Graduate school","Married","46","No"
"11209","11210","510000","Female","Graduate school","Single","35","No"
"11210","11211","270000","Female","University","Married","65","No"
"11211","11212","130000","Male","University","Single","26","Yes"
"11212","11213","130000","Female","High school","Married","57","Yes"
"11213","11214","120000","Male","University","Single","34","No"
"11214","11215","140000","Male","Graduate school","Married","43","No"
"11215","11216","360000","Female","Graduate school","Single","35","No"
"11216","11217","50000","Male","University","Single","24","No"
"11217","11218","30000","Female","University","Married","31","Yes"
"11218","11219","30000","Male","High school","Single","26","No"
"11219","11220","150000","Female","Graduate school","Married","42","No"
"11220","11221","50000","Male","High school","Married","58","No"
"11221","11222","10000","Female","University","Married","22","No"
"11222","11223","60000","Male","High school","Single","26","No"
"11223","11224","200000","Female","University","Single","28","No"
"11224","11225","50000","Male","High school","Single","46","Yes"
"11225","11226","10000","Female","University","Married","23","No"
"11226","11227","310000","Female","Graduate school","Single","44","No"
"11227","11228","170000","Male","University","Single","29","No"
"11228","11229","310000","Male","University","Married","34","No"
"11229","11230","20000","Male","Graduate school","Married","50","Yes"
"11230","11231","230000","Female","Graduate school","Married","39","Yes"
"11231","11232","50000","Male","Graduate school","Single","31","No"
"11232","11233","260000","Female","Graduate school","Single","28","No"
"11233","11234","110000","Female","University","Single","59","No"
"11234","11235","210000","Female","Graduate school","Single","30","Yes"
"11235","11236","260000","Male","University","Single","31","No"
"11236","11237","400000","Male","High school","Married","51","No"
"11237","11238","20000","Male","University","Married","58","No"
"11238","11239","180000","Female","University","Married","42","No"
"11239","11240","180000","Male","University","Single","26","No"
"11240","11241","30000","Male","High school","Single","44","No"
"11241","11242","50000","Female","University","Married","34","No"
"11242","11243","150000","Male","Graduate school","Single","26","No"
"11243","11244","30000","Female","Graduate school","Single","23","No"
"11244","11245","60000","Male","Graduate school","Single","24","No"
"11245","11246","500000","Male","Graduate school","Married","40","Yes"
"11246","11247","180000","Female","Graduate school","Married","37","Yes"
"11247","11248","180000","Male","High school","Married","35","No"
"11248","11249","60000","Female","University","Married","48","Yes"
"11249","11250","200000","Female","Graduate school","Married","30","No"
"11250","11251","150000","Female","University","Married","25","Yes"
"11251","11252","190000","Male","University","Married","58","No"
"11252","11253","170000","Male","University","Single","42","No"
"11253","11254","280000","Male","Graduate school","Single","29","No"
"11254","11255","290000","Female","High school","Married","43","No"
"11255","11256","240000","Male","University","Married","44","No"
"11256","11257","110000","Female","University","Married","24","No"
"11257","11258","140000","Female","Graduate school","Single","27","No"
"11258","11259","250000","Male","University","Married","38","Yes"
"11259","11260","100000","Male","High school","Single","32","No"
"11260","11261","20000","Female","High school","Married","54","No"
"11261","11262","120000","Female","University","Single","27","No"
"11262","11263","120000","Male","Graduate school","Single","30","No"
"11263","11264","130000","Female","University","Single","25","No"
"11264","11265","10000","Male","University","Single","24","No"
"11265","11266","100000","Male","Graduate school","Single","31","No"
"11266","11267","70000","Female","University","Married","34","Yes"
"11267","11268","360000","Male","Graduate school","Married","37","No"
"11268","11269","130000","Female","Graduate school","Single","26","No"
"11269","11270","240000","Male","University","Married","38","No"
"11270","11271","20000","Male","University","Single","34","Yes"
"11271","11272","60000","Female","Graduate school","Married","43","No"
"11272","11273","20000","Male","University","Married","45","No"
"11273","11274","50000","Female","University","Single","29","No"
"11274","11275","230000","Female","Graduate school","Single","31","No"
"11275","11276","60000","Male","Graduate school","Single","29","No"
"11276","11277","100000","Male","University","Married","42","Yes"
"11277","11278","340000","Female","Graduate school","Married","49","Yes"
"11278","11279","260000","Male","Graduate school","Single","30","No"
"11279","11280","220000","Female","Graduate school","Single","41","No"
"11280","11281","130000","Female","Graduate school","Single","27","No"
"11281","11282","300000","Male","Graduate school","Single","29","No"
"11282","11283","50000","Male","High school","Married","47","Yes"
"11283","11284","30000","Female","University","Single","25","No"
"11284","11285","280000","Female","Graduate school","Married","32","Yes"
"11285","11286","50000","Male","High school","Single","26","No"
"11286","11287","200000","Female","High school","Married","42","No"
"11287","11288","360000","Male","University","Married","32","No"
"11288","11289","50000","Male","University","Single","23","No"
"11289","11290","280000","Female","Graduate school","Single","31","No"
"11290","11291","50000","Female","Graduate school","Single","43","No"
"11291","11292","180000","Female","High school","Married","31","No"
"11292","11293","140000","Female","University","Married","37","Yes"
"11293","11294","120000","Female","Graduate school","Single","33","Yes"
"11294","11295","20000","Male","University","Single","30","No"
"11295","11296","130000","Female","Graduate school","Single","30","Yes"
"11296","11297","60000","Female","University","Single","29","Yes"
"11297","11298","360000","Female","Graduate school","Single","50","No"
"11298","11299","360000","Male","Graduate school","Single","32","No"
"11299","11300","260000","Female","High school","Married","41","Yes"
"11300","11301","50000","Female","High school","Married","31","No"
"11301","11302","20000","Male","University","Single","43","Yes"
"11302","11303","80000","Male","Graduate school","Married","34","Yes"
"11303","11304","210000","Female","Graduate school","Single","30","Yes"
"11304","11305","500000","Male","University","Single","30","No"
"11305","11306","50000","Male","University","Married","31","Yes"
"11306","11307","30000","Female","University","Single","27","No"
"11307","11308","260000","Male","University","Married","38","No"
"11308","11309","200000","Male","Graduate school","Married","40","No"
"11309","11310","290000","Female","University","Single","41","No"
"11310","11311","30000","Male","University","Single","27","No"
"11311","11312","260000","Female","University","others","38","No"
"11312","11313","500000","Male","University","Married","33","No"
"11313","11314","180000","Female","University","Single","35","No"
"11314","11315","50000","Male","High school","Single","30","Yes"
"11315","11316","450000","Female","Graduate school","Single","40","No"
"11316","11317","110000","Male","High school","Single","24","No"
"11317","11318","340000","Male","Graduate school","Single","29","No"
"11318","11319","20000","Female","University","Single","22","No"
"11319","11320","50000","Female","University","Married","32","Yes"
"11320","11321","140000","Female","High school","Married","35","No"
"11321","11322","400000","Female","Graduate school","Married","31","No"
"11322","11323","50000","Female","University","Single","40","No"
"11323","11324","130000","Male","High school","Single","53","No"
"11324","11325","70000","Male","University","Single","29","Yes"
"11325","11326","40000","Female","Graduate school","Single","24","No"
"11326","11327","130000","Female","Graduate school","Single","29","No"
"11327","11328","70000","Female","University","Married","40","No"
"11328","11329","250000","Male","Graduate school","Single","30","No"
"11329","11330","150000","Female","unknown","Married","25","No"
"11330","11331","300000","Male","University","Single","31","No"
"11331","11332","20000","Male","University","Single","24","No"
"11332","11333","20000","Female","University","Single","23","No"
"11333","11334","20000","Female","Graduate school","Single","24","Yes"
"11334","11335","210000","Female","High school","Married","42","Yes"
"11335","11336","220000","Male","Graduate school","Single","31","No"
"11336","11337","300000","Male","Graduate school","Single","32","No"
"11337","11338","120000","Male","Graduate school","Single","38","No"
"11338","11339","50000","Female","University","Single","25","Yes"
"11339","11340","210000","Female","University","Married","42","No"
"11340","11341","170000","Female","University","Single","56","Yes"
"11341","11342","60000","Female","Graduate school","Single","23","No"
"11342","11343","20000","Male","University","Married","41","Yes"
"11343","11344","50000","Male","University","Single","27","Yes"
"11344","11345","180000","Female","High school","Married","43","No"
"11345","11346","20000","Female","University","Married","28","Yes"
"11346","11347","310000","Female","Graduate school","Single","32","No"
"11347","11348","130000","Male","High school","Married","48","No"
"11348","11349","160000","Female","University","Single","25","No"
"11349","11350","500000","Female","Graduate school","Single","33","No"
"11350","11351","20000","Male","University","Single","29","No"
"11351","11352","70000","Male","High school","Single","53","No"
"11352","11353","130000","Female","University","Married","27","No"
"11353","11354","310000","Female","University","Married","40","No"
"11354","11355","20000","Female","High school","Single","25","Yes"
"11355","11356","180000","Female","High school","Married","41","No"
"11356","11357","30000","Female","High school","Married","43","No"
"11357","11358","50000","Female","University","Married","39","No"
"11358","11359","210000","Female","Graduate school","Single","27","No"
"11359","11360","90000","Female","Graduate school","Single","42","Yes"
"11360","11361","20000","Female","University","Married","58","No"
"11361","11362","130000","Male","Graduate school","Married","29","Yes"
"11362","11363","60000","Female","University","Single","24","No"
"11363","11364","310000","Female","University","Married","35","No"
"11364","11365","80000","Male","University","Single","40","No"
"11365","11366","200000","Female","University","Married","40","No"
"11366","11367","180000","Male","Graduate school","Single","27","No"
"11367","11368","200000","Female","Graduate school","Married","34","Yes"
"11368","11369","180000","Female","High school","Married","63","Yes"
"11369","11370","10000","Male","University","Single","23","No"
"11370","11371","50000","Male","University","Single","30","No"
"11371","11372","210000","Male","High school","Married","33","No"
"11372","11373","20000","Female","others","Single","22","No"
"11373","11374","50000","Male","University","Single","31","No"
"11374","11375","290000","Male","Graduate school","Single","43","No"
"11375","11376","360000","Female","Graduate school","Single","37","No"
"11376","11377","500000","Female","University","Married","38","No"
"11377","11378","50000","Female","University","Married","41","No"
"11378","11379","180000","Male","University","Single","25","No"
"11379","11380","200000","Female","University","Married","44","No"
"11380","11381","140000","Male","University","Married","48","No"
"11381","11382","360000","Female","University","Married","46","Yes"
"11382","11383","60000","Female","University","Single","34","No"
"11383","11384","110000","Male","University","Single","24","No"
"11384","11385","50000","Male","University","Single","28","No"
"11385","11386","130000","Female","University","Single","27","No"
"11386","11387","20000","Male","Graduate school","Single","23","No"
"11387","11388","200000","Female","Graduate school","Married","35","Yes"
"11388","11389","10000","Male","High school","Single","41","Yes"
"11389","11390","330000","Female","Graduate school","Single","30","No"
"11390","11391","360000","Female","University","Married","34","No"
"11391","11392","230000","Female","University","Married","46","No"
"11392","11393","140000","Male","University","Married","37","Yes"
"11393","11394","50000","Male","Graduate school","Married","38","No"
"11394","11395","30000","Male","University","Single","31","No"
"11395","11396","170000","Male","Graduate school","Single","29","No"
"11396","11397","50000","Female","University","Single","32","No"
"11397","11398","290000","Female","Graduate school","Married","35","Yes"
"11398","11399","140000","Male","Graduate school","Single","43","Yes"
"11399","11400","110000","Male","University","Married","39","No"
"11400","11401","170000","Male","Graduate school","Single","27","No"
"11401","11402","390000","Female","University","Married","31","No"
"11402","11403","160000","Male","Graduate school","Married","47","No"
"11403","11404","20000","Female","University","Married","37","No"
"11404","11405","40000","Male","Graduate school","Single","24","No"
"11405","11406","400000","Male","University","Married","37","No"
"11406","11407","260000","Female","University","Single","29","No"
"11407","11408","260000","Female","High school","Married","52","No"
"11408","11409","240000","Male","Graduate school","Single","48","No"
"11409","11410","230000","Female","University","Married","38","No"
"11410","11411","50000","Male","University","Married","45","No"
"11411","11412","400000","Male","Graduate school","Single","37","No"
"11412","11413","30000","Male","University","Married","31","No"
"11413","11414","300000","Male","Graduate school","Single","37","No"
"11414","11415","100000","Female","Graduate school","Single","24","No"
"11415","11416","130000","Male","Graduate school","Single","26","No"
"11416","11417","180000","Female","Graduate school","Single","41","No"
"11417","11418","130000","Male","High school","Single","24","Yes"
"11418","11419","130000","Female","Graduate school","Single","25","No"
"11419","11420","50000","Female","University","Married","57","No"
"11420","11421","230000","Female","University","Married","36","Yes"
"11421","11422","140000","Male","High school","Married","35","No"
"11422","11423","60000","Male","University","Single","30","No"
"11423","11424","30000","Male","University","Married","23","No"
"11424","11425","40000","Female","High school","Married","39","Yes"
"11425","11426","250000","Female","University","Married","40","No"
"11426","11427","20000","Male","University","Married","53","No"
"11427","11428","120000","Male","University","Married","27","Yes"
"11428","11429","210000","Female","University","Single","29","No"
"11429","11430","380000","Male","Graduate school","Single","33","Yes"
"11430","11431","130000","Male","University","Single","28","No"
"11431","11432","80000","Female","University","Married","49","Yes"
"11432","11433","80000","Female","University","Married","31","Yes"
"11433","11434","140000","Male","University","Single","36","No"
"11434","11435","220000","Female","University","others","50","No"
"11435","11436","20000","Female","University","Single","23","Yes"
"11436","11437","200000","Female","University","Married","43","Yes"
"11437","11438","50000","Female","University","Married","24","No"
"11438","11439","20000","Male","University","Single","30","No"
"11439","11440","230000","Male","High school","Single","37","No"
"11440","11441","230000","Female","University","Single","29","Yes"
"11441","11442","60000","Female","University","Single","24","No"
"11442","11443","50000","Male","High school","Married","54","Yes"
"11443","11444","130000","Male","High school","Married","40","No"
"11444","11445","20000","Female","University","Single","27","No"
"11445","11446","440000","Female","University","Single","31","No"
"11446","11447","150000","Female","Graduate school","Single","23","No"
"11447","11448","410000","Male","University","Single","42","No"
"11448","11449","320000","Male","University","Married","32","No"
"11449","11450","30000","Male","University","Single","26","No"
"11450","11451","80000","Male","University","Single","29","No"
"11451","11452","50000","Female","High school","Married","47","Yes"
"11452","11453","50000","Male","University","Single","39","Yes"
"11453","11454","140000","Female","Graduate school","Single","52","No"
"11454","11455","500000","Female","Graduate school","Married","38","No"
"11455","11456","60000","Female","High school","Married","48","No"
"11456","11457","150000","Male","Graduate school","Single","35","No"
"11457","11458","130000","Male","unknown","Single","46","No"
"11458","11459","20000","Male","University","Single","41","No"
"11459","11460","310000","Male","University","Married","43","No"
"11460","11461","90000","Male","University","Married","42","No"
"11461","11462","210000","Female","Graduate school","Single","46","Yes"
"11462","11463","10000","Female","University","Single","22","Yes"
"11463","11464","30000","Male","High school","Married","59","No"
"11464","11465","30000","Female","University","Married","22","Yes"
"11465","11466","30000","Female","Graduate school","Single","24","No"
"11466","11467","220000","Female","University","Married","45","No"
"11467","11468","20000","Male","High school","Married","45","Yes"
"11468","11469","300000","Male","Graduate school","Married","30","No"
"11469","11470","160000","Female","University","Married","30","No"
"11470","11471","10000","Male","University","Single","25","No"
"11471","11472","20000","Female","University","Single","23","Yes"
"11472","11473","20000","Male","Graduate school","Single","29","Yes"
"11473","11474","70000","Male","University","Married","26","Yes"
"11474","11475","50000","Female","University","Married","30","No"
"11475","11476","130000","Female","Graduate school","Single","26","No"
"11476","11477","180000","Female","Graduate school","Married","38","No"
"11477","11478","50000","Male","University","Single","28","Yes"
"11478","11479","500000","Male","Graduate school","Married","44","No"
"11479","11480","340000","Female","Graduate school","Single","27","No"
"11480","11481","150000","Female","University","Single","25","No"
"11481","11482","150000","Female","University","Married","40","No"
"11482","11483","100000","Female","University","Married","47","No"
"11483","11484","100000","Female","Graduate school","Single","28","No"
"11484","11485","30000","Female","Graduate school","Single","23","Yes"
"11485","11486","150000","Female","University","Married","34","No"
"11486","11487","10000","Male","Graduate school","Single","23","No"
"11487","11488","190000","Female","Graduate school","Single","38","No"
"11488","11489","70000","Female","Graduate school","Single","33","No"
"11489","11490","360000","Female","Graduate school","Married","48","No"
"11490","11491","500000","Female","University","Married","37","No"
"11491","11492","210000","Male","University","Married","45","No"
"11492","11493","320000","Male","University","Married","37","No"
"11493","11494","50000","Female","University","Married","22","No"
"11494","11495","500000","Female","Graduate school","Single","38","No"
"11495","11496","320000","Male","University","Married","42","No"
"11496","11497","80000","Male","University","Single","26","No"
"11497","11498","250000","Male","Graduate school","Married","42","Yes"
"11498","11499","250000","Male","Graduate school","Married","40","No"
"11499","11500","220000","Male","Graduate school","Married","33","No"
"11500","11501","250000","Female","Graduate school","Single","37","No"
"11501","11502","50000","Female","University","Married","24","No"
"11502","11503","360000","Female","Graduate school","Single","43","Yes"
"11503","11504","260000","Female","Graduate school","Married","38","No"
"11504","11505","50000","Male","University","Married","45","No"
"11505","11506","20000","Male","University","Single","25","No"
"11506","11507","10000","Male","University","Single","23","No"
"11507","11508","500000","Female","University","Married","34","No"
"11508","11509","330000","Female","University","Single","33","No"
"11509","11510","170000","Male","University","Single","34","No"
"11510","11511","20000","Male","University","Single","63","No"
"11511","11512","80000","Male","University","Married","29","No"
"11512","11513","240000","Female","University","Married","32","No"
"11513","11514","150000","Female","University","Single","28","No"
"11514","11515","200000","Male","University","Married","34","No"
"11515","11516","300000","Male","Graduate school","Single","33","No"
"11516","11517","100000","Male","University","Married","35","Yes"
"11517","11518","290000","Female","University","Single","33","No"
"11518","11519","100000","Male","High school","Married","56","No"
"11519","11520","10000","Male","Graduate school","others","46","Yes"
"11520","11521","420000","Female","Graduate school","Single","41","No"
"11521","11522","20000","Female","University","Married","42","No"
"11522","11523","300000","Female","Graduate school","Married","37","No"
"11523","11524","50000","Male","High school","Single","26","No"
"11524","11525","180000","Female","University","Married","44","No"
"11525","11526","420000","Male","University","Married","41","No"
"11526","11527","100000","Female","University","Married","49","No"
"11527","11528","80000","Female","University","Single","38","No"
"11528","11529","210000","Male","Graduate school","Married","42","No"
"11529","11530","80000","Male","High school","Married","42","No"
"11530","11531","240000","Female","Graduate school","Single","31","No"
"11531","11532","500000","Male","Graduate school","Married","45","No"
"11532","11533","100000","Male","University","Single","27","No"
"11533","11534","610000","Female","Graduate school","Single","36","No"
"11534","11535","170000","Male","University","Single","27","No"
"11535","11536","320000","Male","Graduate school","Married","45","No"
"11536","11537","200000","Female","High school","Married","38","No"
"11537","11538","360000","Male","Graduate school","Single","35","Yes"
"11538","11539","200000","Male","University","Married","34","No"
"11539","11540","150000","Female","University","Married","39","Yes"
"11540","11541","100000","Male","Graduate school","Married","44","No"
"11541","11542","200000","Male","Graduate school","Single","29","No"
"11542","11543","30000","Male","University","Married","26","No"
"11543","11544","260000","Male","Graduate school","Married","36","Yes"
"11544","11545","300000","Female","University","Married","34","Yes"
"11545","11546","110000","Male","University","Married","32","No"
"11546","11547","50000","Female","Graduate school","Single","24","No"
"11547","11548","500000","Male","High school","Single","44","No"
"11548","11549","60000","Female","Graduate school","Single","30","No"
"11549","11550","80000","Male","Graduate school","Single","39","Yes"
"11550","11551","370000","Male","Graduate school","Married","40","No"
"11551","11552","150000","Male","University","Single","38","No"
"11552","11553","210000","Male","Graduate school","Single","35","No"
"11553","11554","500000","Female","University","Single","34","No"
"11554","11555","150000","Male","Graduate school","Married","42","Yes"
"11555","11556","110000","Male","University","Married","39","No"
"11556","11557","60000","Female","Graduate school","Married","49","No"
"11557","11558","480000","Female","Graduate school","Single","33","No"
"11558","11559","30000","Male","Graduate school","Single","35","No"
"11559","11560","240000","Female","University","Married","28","Yes"
"11560","11561","350000","Female","Graduate school","Single","40","No"
"11561","11562","240000","Female","University","Married","38","Yes"
"11562","11563","80000","Female","Graduate school","Single","27","No"
"11563","11564","100000","Male","Graduate school","Married","43","No"
"11564","11565","30000","Female","University","Married","30","No"
"11565","11566","290000","Male","Graduate school","Single","41","No"
"11566","11567","200000","Male","Graduate school","Married","34","No"
"11567","11568","360000","Female","Graduate school","Married","32","No"
"11568","11569","430000","Male","University","Married","46","Yes"
"11569","11570","150000","Male","Graduate school","Single","44","No"
"11570","11571","200000","Male","University","Single","30","Yes"
"11571","11572","50000","Male","High school","Married","31","No"
"11572","11573","240000","Female","High school","Married","36","No"
"11573","11574","20000","Female","Graduate school","Single","24","No"
"11574","11575","150000","Female","Graduate school","Married","30","No"
"11575","11576","230000","Male","Graduate school","Married","39","No"
"11576","11577","20000","Male","University","Married","31","Yes"
"11577","11578","100000","Female","University","Married","33","No"
"11578","11579","280000","Female","University","Married","30","Yes"
"11579","11580","90000","Female","High school","Married","39","No"
"11580","11581","240000","Female","Graduate school","Single","29","No"
"11581","11582","80000","Male","High school","Married","27","Yes"
"11582","11583","160000","Female","University","Married","34","No"
"11583","11584","280000","Female","Graduate school","Married","37","No"
"11584","11585","170000","Female","Graduate school","Married","30","No"
"11585","11586","90000","Female","University","Married","47","Yes"
"11586","11587","160000","Female","Graduate school","Single","29","No"
"11587","11588","420000","Female","High school","Married","36","No"
"11588","11589","280000","Male","University","Single","30","No"
"11589","11590","30000","Male","University","Single","26","Yes"
"11590","11591","140000","Female","Graduate school","Single","34","No"
"11591","11592","220000","Male","Graduate school","Married","48","No"
"11592","11593","260000","Female","Graduate school","Single","27","No"
"11593","11594","170000","Female","University","Single","27","No"
"11594","11595","190000","Female","University","Married","33","No"
"11595","11596","50000","Male","University","Single","31","No"
"11596","11597","200000","Female","Graduate school","Single","31","No"
"11597","11598","300000","Female","Graduate school","Single","44","No"
"11598","11599","230000","Female","Graduate school","Married","34","No"
"11599","11600","50000","Male","University","Married","57","No"
"11600","11601","150000","Male","High school","Single","25","No"
"11601","11602","150000","Female","High school","Married","35","Yes"
"11602","11603","10000","Male","Graduate school","Married","50","No"
"11603","11604","240000","Female","High school","Married","43","No"
"11604","11605","230000","Female","University","Single","27","No"
"11605","11606","170000","Female","University","Married","34","No"
"11606","11607","460000","Female","Graduate school","Married","38","No"
"11607","11608","240000","Male","University","Single","46","No"
"11608","11609","80000","Female","University","Married","43","No"
"11609","11610","290000","Male","University","Single","29","No"
"11610","11611","30000","Male","University","Single","22","No"
"11611","11612","240000","Female","University","Single","35","No"
"11612","11613","80000","Female","University","Married","42","No"
"11613","11614","30000","Male","University","Single","33","No"
"11614","11615","180000","Female","University","others","52","No"
"11615","11616","50000","Female","University","Single","26","Yes"
"11616","11617","30000","Female","High school","Single","52","Yes"
"11617","11618","110000","Male","Graduate school","Single","32","Yes"
"11618","11619","180000","Female","University","Single","33","No"
"11619","11620","50000","Male","University","Married","49","No"
"11620","11621","140000","Female","University","Single","29","No"
"11621","11622","90000","Female","University","Married","38","Yes"
"11622","11623","90000","Female","University","Single","25","Yes"
"11623","11624","180000","Male","University","Single","31","No"
"11624","11625","360000","Female","Graduate school","Single","29","No"
"11625","11626","140000","Male","University","Single","28","Yes"
"11626","11627","90000","Female","High school","Single","23","No"
"11627","11628","150000","Female","Graduate school","Single","27","No"
"11628","11629","200000","Male","University","Married","56","No"
"11629","11630","110000","Female","University","Married","48","No"
"11630","11631","410000","Female","Graduate school","Single","25","No"
"11631","11632","50000","Male","High school","Married","58","No"
"11632","11633","170000","Female","University","Married","43","No"
"11633","11634","210000","Female","University","Married","39","No"
"11634","11635","290000","Male","Graduate school","Single","35","No"
"11635","11636","160000","Female","Graduate school","Single","27","No"
"11636","11637","50000","Male","University","Single","27","Yes"
"11637","11638","50000","Male","University","Single","28","No"
"11638","11639","30000","Female","University","Single","21","No"
"11639","11640","30000","Female","High school","Single","24","Yes"
"11640","11641","80000","Female","University","Single","27","No"
"11641","11642","20000","Male","Graduate school","Single","39","Yes"
"11642","11643","130000","Female","High school","Married","39","No"
"11643","11644","80000","Female","Graduate school","Married","34","Yes"
"11644","11645","80000","Male","University","Married","40","No"
"11645","11646","180000","Female","High school","Single","39","No"
"11646","11647","150000","Male","Graduate school","Married","37","No"
"11647","11648","100000","Male","University","Single","26","No"
"11648","11649","50000","Female","High school","Married","47","No"
"11649","11650","290000","Male","University","Married","48","Yes"
"11650","11651","490000","Male","Graduate school","Married","54","Yes"
"11651","11652","130000","Female","Graduate school","Single","30","No"
"11652","11653","20000","Male","Graduate school","Single","24","No"
"11653","11654","30000","Female","Graduate school","Single","23","Yes"
"11654","11655","230000","Female","Graduate school","Single","25","No"
"11655","11656","260000","Male","Graduate school","Single","52","No"
"11656","11657","290000","Male","Graduate school","Married","38","No"
"11657","11658","220000","Female","University","Single","54","No"
"11658","11659","60000","Male","University","Single","26","Yes"
"11659","11660","150000","Female","High school","Married","45","No"
"11660","11661","80000","Female","University","Married","39","Yes"
"11661","11662","30000","Female","University","Single","23","Yes"
"11662","11663","210000","Female","University","Married","34","No"
"11663","11664","50000","Female","High school","Married","27","No"
"11664","11665","250000","Female","Graduate school","Married","47","No"
"11665","11666","200000","Female","University","Single","34","Yes"
"11666","11667","150000","Male","University","Married","48","Yes"
"11667","11668","30000","Female","University","Married","26","No"
"11668","11669","50000","Female","University","Single","23","No"
"11669","11670","210000","Male","Graduate school","Single","32","No"
"11670","11671","20000","Male","University","Married","31","No"
"11671","11672","110000","Male","Graduate school","Married","56","Yes"
"11672","11673","140000","Male","Graduate school","Single","26","No"
"11673","11674","50000","Male","High school","Married","56","No"
"11674","11675","230000","Female","University","Single","27","No"
"11675","11676","200000","Female","Graduate school","Single","28","No"
"11676","11677","120000","Female","University","Married","30","No"
"11677","11678","50000","Male","University","Married","46","No"
"11678","11679","140000","Female","High school","Married","39","No"
"11679","11680","100000","Female","High school","Single","48","No"
"11680","11681","80000","Male","High school","Married","43","No"
"11681","11682","100000","Male","University","Single","29","Yes"
"11682","11683","120000","Female","University","Single","23","No"
"11683","11684","50000","Male","University","Married","50","Yes"
"11684","11685","30000","Female","University","Single","24","No"
"11685","11686","330000","Female","University","Single","27","No"
"11686","11687","240000","Male","Graduate school","Married","53","No"
"11687","11688","290000","Female","University","Single","39","Yes"
"11688","11689","60000","Male","University","Single","42","No"
"11689","11690","360000","Female","Graduate school","Single","29","No"
"11690","11691","200000","Female","Graduate school","Single","39","No"
"11691","11692","450000","Female","Graduate school","Married","33","No"
"11692","11693","80000","Male","Graduate school","Married","41","No"
"11693","11694","230000","Female","University","Married","32","No"
"11694","11695","160000","Female","University","Married","32","No"
"11695","11696","20000","Female","High school","Single","53","No"
